"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H4","AUS","27","Australia","OAS","Other Asia, nes",2024,"Import",5,2663799.931
"H4","AUS","27","Australia","OAS","Other Asia, nes",2025,"Export",6,3049617.882
"H4","AUS","27","Australia","OAS","Other Asia, nes",2025,"Import",5,2519686.685
"H4","AUS","27","Australia","QAT","Qatar",2020,"Export",6,66.891
"H4","AUS","27","Australia","QAT","Qatar",2020,"Import",5,5.247
"H4","AUS","27","Australia","QAT","Qatar",2021,"Export",6,27.675
"H4","AUS","27","Australia","QAT","Qatar",2023,"Import",5,173.54
"H4","AUS","27","Australia","QAT","Qatar",2025,"Import",5,21.113
"H4","AUS","27","Australia","RUS","Russian Federation",2020,"Export",6,76.135
"H4","AUS","27","Australia","RUS","Russian Federation",2020,"Import",5,22844.423
"H4","AUS","27","Australia","RUS","Russian Federation",2021,"Export",6,182.802
"H4","AUS","27","Australia","RUS","Russian Federation",2021,"Import",5,63061.618
"H4","AUS","27","Australia","RUS","Russian Federation",2022,"Export",6,54.527
"H4","AUS","27","Australia","RUS","Russian Federation",2022,"Import",5,254429.599
"H4","AUS","27","Australia","SAU","Saudi Arabia",2020,"Export",6,26.133
"H4","AUS","27","Australia","SAU","Saudi Arabia",2020,"Import",5,7.54
"H4","AUS","27","Australia","SAU","Saudi Arabia",2021,"Export",6,42.285
"H4","AUS","27","Australia","SAU","Saudi Arabia",2021,"Import",5,35.345
"H4","AUS","27","Australia","SAU","Saudi Arabia",2022,"Export",6,26282.91
"H4","AUS","27","Australia","SAU","Saudi Arabia",2023,"Export",6,12.556
"H4","AUS","27","Australia","SAU","Saudi Arabia",2023,"Import",5,123676.451
"H4","AUS","27","Australia","SAU","Saudi Arabia",2024,"Export",6,92.185
"H4","AUS","27","Australia","SAU","Saudi Arabia",2024,"Import",5,192.958
"H4","AUS","27","Australia","SAU","Saudi Arabia",2025,"Export",6,114.096
"H4","AUS","27","Australia","SAU","Saudi Arabia",2025,"Import",5,115.816
"H4","AUS","27","Australia","TUR","Turkey",2020,"Export",6,78640.359
"H4","AUS","27","Australia","TUR","Turkey",2020,"Import",5,81.485
"H4","AUS","27","Australia","TUR","Turkey",2021,"Export",6,654882.053
"H4","AUS","27","Australia","TUR","Turkey",2021,"Import",5,289.569
"H4","AUS","27","Australia","TUR","Turkey",2022,"Export",6,696883.9
"H4","AUS","27","Australia","TUR","Turkey",2022,"Import",5,290.585
"H4","AUS","27","Australia","TUR","Turkey",2023,"Export",6,507462.141
"H4","AUS","27","Australia","TUR","Turkey",2023,"Import",5,190.065
"H4","AUS","27","Australia","TUR","Turkey",2024,"Export",6,518592.296
"H4","AUS","27","Australia","TUR","Turkey",2024,"Import",5,277.106
"H4","AUS","27","Australia","TUR","Turkey",2025,"Export",6,242026.238
"H4","AUS","27","Australia","TUR","Turkey",2025,"Import",5,615.894
"H4","AUS","27","Australia","USA","United States",2020,"Export",6,1524.313
"H4","AUS","27","Australia","USA","United States",2020,"Import",5,1182529.825
"H4","AUS","27","Australia","USA","United States",2021,"Export",6,13000.442
"H4","AUS","27","Australia","USA","United States",2021,"Import",5,830915.224
"H4","AUS","27","Australia","USA","United States",2022,"Export",6,130.288
"H4","AUS","27","Australia","USA","United States",2022,"Import",5,1588652.71
"H4","AUS","27","Australia","USA","United States",2023,"Export",6,88199.554
"H4","AUS","27","Australia","USA","United States",2023,"Import",5,1421554.331
"H4","AUS","27","Australia","USA","United States",2024,"Export",6,95.205
"H4","AUS","27","Australia","USA","United States",2024,"Import",5,1394664.168
"H4","AUS","27","Australia","USA","United States",2025,"Export",6,85.016
"H4","AUS","27","Australia","USA","United States",2025,"Import",5,1447413.294
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2020,"Export",6,4160.3
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2020,"Import",5,15.228
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2021,"Export",6,30.898
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2021,"Import",5,23.503
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2022,"Export",6,227.196
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2022,"Import",5,113.1
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2023,"Export",6,147.591
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2023,"Import",5,50.438
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2024,"Export",6,814.008
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2024,"Import",5,398.292
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2025,"Export",6,429.619
"H4","AUS","8542","Australia","ARE","United Arab Emirates",2025,"Import",5,21.181
"H4","AUS","8542","Australia","AUS","Australia",2020,"Import",5,0
"H4","AUS","8542","Australia","AUS","Australia",2021,"Import",5,0
"H4","AUS","8542","Australia","AUS","Australia",2022,"Import",5,0
"H4","AUS","8542","Australia","AUS","Australia",2023,"Import",5,0
"H4","AUS","8542","Australia","AUS","Australia",2024,"Import",5,0
"H4","AUS","8542","Australia","AUS","Australia",2025,"Import",5,0
"H4","AUS","8542","Australia","CHN","China",2020,"Export",6,3586.024
"H4","AUS","8542","Australia","CHN","China",2020,"Import",5,100442.138
"H4","AUS","8542","Australia","CHN","China",2021,"Export",6,4390.535
"H4","AUS","8542","Australia","CHN","China",2021,"Import",5,127103.253
"H4","AUS","8542","Australia","CHN","China",2022,"Export",6,7272.381
"H4","AUS","8542","Australia","CHN","China",2022,"Import",5,123399.331
"H4","AUS","8542","Australia","CHN","China",2023,"Export",6,4416.552
"H4","AUS","8542","Australia","CHN","China",2023,"Import",5,79260.979
"H4","AUS","8542","Australia","CHN","China",2024,"Export",6,4190.036
"H4","AUS","8542","Australia","CHN","China",2024,"Import",5,69457.276
"H4","AUS","8542","Australia","CHN","China",2025,"Export",6,2875.91
"H4","AUS","8542","Australia","CHN","China",2025,"Import",5,60725.119
"H4","AUS","8542","Australia","DEU","Germany",2020,"Export",6,1407.955
"H4","AUS","8542","Australia","DEU","Germany",2020,"Import",5,4242.282
"H4","AUS","8542","Australia","DEU","Germany",2021,"Export",6,1111.82
"H4","AUS","8542","Australia","DEU","Germany",2021,"Import",5,7385.337
"H4","AUS","8542","Australia","DEU","Germany",2022,"Export",6,2380.33
"H4","AUS","8542","Australia","DEU","Germany",2022,"Import",5,5149.593
"H4","AUS","8542","Australia","DEU","Germany",2023,"Export",6,1771.041
"H4","AUS","8542","Australia","DEU","Germany",2023,"Import",5,13331.296
"H4","AUS","8542","Australia","DEU","Germany",2024,"Export",6,1482.145
"H4","AUS","8542","Australia","DEU","Germany",2024,"Import",5,25951.821
"H4","AUS","8542","Australia","DEU","Germany",2025,"Export",6,391.219
"H4","AUS","8542","Australia","DEU","Germany",2025,"Import",5,30700.316
"H4","AUS","8542","Australia","IND","India",2020,"Export",6,187.999
"H4","AUS","8542","Australia","IND","India",2020,"Import",5,142.698
"H4","AUS","8542","Australia","IND","India",2021,"Export",6,1151.292
"H4","AUS","8542","Australia","IND","India",2021,"Import",5,264.96
"H4","AUS","8542","Australia","IND","India",2022,"Export",6,336.07
"H4","AUS","8542","Australia","IND","India",2022,"Import",5,355.631
"H4","AUS","8542","Australia","IND","India",2023,"Export",6,636.678
"H4","AUS","8542","Australia","IND","India",2023,"Import",5,378.444
"H4","AUS","8542","Australia","IND","India",2024,"Export",6,837.838
"H4","AUS","8542","Australia","IND","India",2024,"Import",5,680.954
"H4","AUS","8542","Australia","IND","India",2025,"Export",6,706.902
"H4","AUS","8542","Australia","IND","India",2025,"Import",5,638.668
"H4","AUS","8542","Australia","IRN","Iran, Islamic Rep.",2021,"Import",5,1.704
"H4","AUS","8542","Australia","IRN","Iran, Islamic Rep.",2022,"Import",5,4.19
"H4","AUS","8542","Australia","IRN","Iran, Islamic Rep.",2024,"Export",6,0.256
"H4","AUS","8542","Australia","ISR","Israel",2020,"Export",6,36.712
"H4","AUS","8542","Australia","ISR","Israel",2020,"Import",5,2384.699
"H4","AUS","8542","Australia","ISR","Israel",2021,"Export",6,107.012
"H4","AUS","8542","Australia","ISR","Israel",2021,"Import",5,1405.551
"H4","AUS","8542","Australia","ISR","Israel",2022,"Export",6,286.338
"H4","AUS","8542","Australia","ISR","Israel",2022,"Import",5,794.187
"H4","AUS","8542","Australia","ISR","Israel",2023,"Export",6,100.176
"H4","AUS","8542","Australia","ISR","Israel",2023,"Import",5,832.612
"H4","AUS","8542","Australia","ISR","Israel",2024,"Export",6,280.028
"H4","AUS","8542","Australia","ISR","Israel",2024,"Import",5,2475.533
"H4","AUS","8542","Australia","ISR","Israel",2025,"Export",6,42.837
"H4","USA","27","United States","IND","India",2022,"Import",5,3945850.132
"H4","USA","27","United States","IND","India",2023,"Export",6,10279514.367
"H4","USA","27","United States","IND","India",2023,"Import",5,5135038.829
"H4","USA","27","United States","IND","India",2024,"Export",6,10945443.34
"H4","USA","27","United States","IND","India",2024,"Import",5,3227683.716
"H4","USA","27","United States","IND","India",2025,"Export",6,12168731.977
"H4","USA","27","United States","IND","India",2025,"Import",5,3448050.25
"H4","USA","27","United States","ISR","Israel",2020,"Export",6,527995.278
"H4","USA","27","United States","ISR","Israel",2020,"Import",5,23164.356
"H4","USA","27","United States","ISR","Israel",2021,"Export",6,462706.662
"H4","USA","27","United States","ISR","Israel",2021,"Import",5,62795.955
"H4","USA","27","United States","ISR","Israel",2022,"Export",6,255067.822
"H4","USA","27","United States","ISR","Israel",2022,"Import",5,128712.149
"H4","USA","27","United States","ISR","Israel",2023,"Export",6,308677.282
"H4","USA","27","United States","ISR","Israel",2023,"Import",5,251761.608
"H4","USA","27","United States","ISR","Israel",2024,"Export",6,251259.764
"H4","USA","27","United States","ISR","Israel",2024,"Import",5,203176.276
"H4","USA","27","United States","ISR","Israel",2025,"Export",6,257569.128
"H4","USA","27","United States","ISR","Israel",2025,"Import",5,133507.004
"H4","USA","27","United States","JPN","Japan",2020,"Export",6,7227966.473
"H4","USA","27","United States","JPN","Japan",2020,"Import",5,449095.627
"H4","USA","27","United States","JPN","Japan",2021,"Export",6,11717573.301
"H4","USA","27","United States","JPN","Japan",2021,"Import",5,609880.773
"H4","USA","27","United States","JPN","Japan",2022,"Export",6,13394663.875
"H4","USA","27","United States","JPN","Japan",2022,"Import",5,1239090.783
"H4","USA","27","United States","JPN","Japan",2023,"Export",6,12052224.483
"H4","USA","27","United States","JPN","Japan",2023,"Import",5,732530.513
"H4","USA","27","United States","JPN","Japan",2024,"Export",6,12295708.25
"H4","USA","27","United States","JPN","Japan",2024,"Import",5,531999.367
"H4","USA","27","United States","JPN","Japan",2025,"Export",6,12523945.207
"H4","USA","27","United States","JPN","Japan",2025,"Import",5,503556.834
"H4","USA","27","United States","KOR","Korea, Rep.",2020,"Export",6,8544920.281
"H4","USA","27","United States","KOR","Korea, Rep.",2020,"Import",5,2539767.08
"H4","USA","27","United States","KOR","Korea, Rep.",2021,"Export",6,15878203.525
"H4","USA","27","United States","KOR","Korea, Rep.",2021,"Import",5,4021281.504
"H4","USA","27","United States","KOR","Korea, Rep.",2022,"Export",6,19753106.348
"H4","USA","27","United States","KOR","Korea, Rep.",2022,"Import",5,5676382.008
"H4","USA","27","United States","KOR","Korea, Rep.",2023,"Export",6,17213866.879
"H4","USA","27","United States","KOR","Korea, Rep.",2023,"Import",5,4898658.962
"H4","USA","27","United States","KOR","Korea, Rep.",2024,"Export",6,18489102.103
"H4","USA","27","United States","KOR","Korea, Rep.",2024,"Import",5,5103298.678
"H4","USA","27","United States","KOR","Korea, Rep.",2025,"Export",6,17345264.442
"H4","USA","27","United States","KOR","Korea, Rep.",2025,"Import",5,5257875.94
"H4","USA","27","United States","NLD","Netherlands",2020,"Export",6,7985294.16
"H4","USA","27","United States","NLD","Netherlands",2020,"Import",5,1690077.876
"H4","USA","27","United States","NLD","Netherlands",2021,"Export",6,12096018.73
"H4","USA","27","United States","NLD","Netherlands",2021,"Import",5,4447947.367
"H4","USA","27","United States","NLD","Netherlands",2022,"Export",6,24050388.719
"H4","USA","27","United States","NLD","Netherlands",2022,"Import",5,4500797.977
"H4","USA","27","United States","NLD","Netherlands",2023,"Export",6,30493508.679
"H4","USA","27","United States","NLD","Netherlands",2023,"Import",5,3833261.491
"H4","USA","27","United States","NLD","Netherlands",2024,"Export",6,35354869.829
"H4","USA","27","United States","NLD","Netherlands",2024,"Import",5,4278569.528
"H4","USA","27","United States","NLD","Netherlands",2025,"Export",6,35658078.742
"H4","USA","27","United States","NLD","Netherlands",2025,"Import",5,3956418.353
"H4","USA","27","United States","OAS","Other Asia, nes",2020,"Export",6,3374093.488
"H4","USA","27","United States","OAS","Other Asia, nes",2020,"Import",5,127947.694
"H4","USA","27","United States","OAS","Other Asia, nes",2021,"Export",6,4703772.502
"H4","USA","27","United States","OAS","Other Asia, nes",2021,"Import",5,253890.661
"H4","USA","27","United States","OAS","Other Asia, nes",2022,"Export",6,7058921.169
"H4","USA","27","United States","OAS","Other Asia, nes",2022,"Import",5,686293.251
"H4","USA","27","United States","OAS","Other Asia, nes",2023,"Export",6,7051254.759
"H4","USA","27","United States","OAS","Other Asia, nes",2023,"Import",5,602325.265
"H4","USA","27","United States","OAS","Other Asia, nes",2024,"Export",6,7332959.813
"H4","USA","27","United States","OAS","Other Asia, nes",2024,"Import",5,460532.155
"H4","USA","27","United States","OAS","Other Asia, nes",2025,"Export",6,6710920.725
"H4","USA","27","United States","OAS","Other Asia, nes",2025,"Import",5,419326.676
"H4","USA","27","United States","QAT","Qatar",2020,"Export",6,23443.956
"H4","USA","27","United States","QAT","Qatar",2020,"Import",5,471396.485
"H4","USA","27","United States","QAT","Qatar",2021,"Export",6,53863.534
"H4","USA","27","United States","QAT","Qatar",2021,"Import",5,1032198.99
"H4","USA","27","United States","QAT","Qatar",2022,"Export",6,26547.275
"H4","USA","27","United States","QAT","Qatar",2022,"Import",5,1649961.89
"H4","USA","27","United States","QAT","Qatar",2023,"Export",6,17083.652
"H4","USA","27","United States","QAT","Qatar",2023,"Import",5,1312784.614
"H4","USA","27","United States","QAT","Qatar",2024,"Export",6,13411.702
"H4","USA","27","United States","QAT","Qatar",2024,"Import",5,905701.603
"H4","USA","27","United States","QAT","Qatar",2025,"Export",6,16959.467
"H4","USA","27","United States","QAT","Qatar",2025,"Import",5,942948.735
"H4","USA","27","United States","RUS","Russian Federation",2020,"Export",6,17525.479
"H4","USA","27","United States","RUS","Russian Federation",2020,"Import",5,9463482.003
"H4","USA","27","United States","RUS","Russian Federation",2021,"Export",6,15989.224
"H4","USA","27","United States","RUS","Russian Federation",2021,"Import",5,18117273.178
"H4","USA","27","United States","RUS","Russian Federation",2022,"Export",6,3464.038
"H4","USA","27","United States","RUS","Russian Federation",2022,"Import",5,5285571.315
"H4","USA","27","United States","RUS","Russian Federation",2023,"Export",6,181.6
"H4","USA","27","United States","RUS","Russian Federation",2023,"Import",5,759.645
"H4","USA","27","United States","RUS","Russian Federation",2024,"Export",6,265.152
"H4","USA","27","United States","RUS","Russian Federation",2024,"Import",5,9.498
"H4","USA","27","United States","RUS","Russian Federation",2025,"Export",6,31.443
"H4","USA","27","United States","SAU","Saudi Arabia",2020,"Export",6,170964.102
"H4","USA","27","United States","SAU","Saudi Arabia",2020,"Import",5,8044295.017
"H4","USA","27","United States","SAU","Saudi Arabia",2021,"Export",6,183959.102
"H4","USA","27","United States","SAU","Saudi Arabia",2021,"Import",5,11394330.683
"H4","USA","27","United States","SAU","Saudi Arabia",2022,"Export",6,350463.978
"H4","USA","27","United States","SAU","Saudi Arabia",2022,"Import",5,21299257.755
"H4","USA","27","United States","SAU","Saudi Arabia",2023,"Export",6,64459.418
"H4","USA","27","United States","SAU","Saudi Arabia",2023,"Import",5,14125452.782
"H4","USA","27","United States","SAU","Saudi Arabia",2024,"Export",6,96914.648
"H4","USA","27","United States","SAU","Saudi Arabia",2024,"Import",5,10705893.653
"H4","USA","27","United States","SAU","Saudi Arabia",2025,"Export",6,59727.719
"H4","USA","27","United States","SAU","Saudi Arabia",2025,"Import",5,8876620.471
"H4","USA","27","United States","TUR","Turkey",2020,"Export",6,1404585.157
"H4","USA","27","United States","TUR","Turkey",2020,"Import",5,372161.335
"H4","USA","27","United States","TUR","Turkey",2021,"Export",6,2516453.038
"H4","USA","27","United States","TUR","Turkey",2021,"Import",5,1299486.904
"H4","USA","27","United States","TUR","Turkey",2022,"Export",6,3525890.179
"H4","USA","27","United States","TUR","Turkey",2022,"Import",5,1443821.184
"H4","USA","27","United States","TUR","Turkey",2023,"Export",6,2429500.459
"H4","USA","27","United States","TUR","Turkey",2023,"Import",5,670524.84
"H4","USA","27","United States","TUR","Turkey",2024,"Export",6,2753169.657
"H4","USA","27","United States","TUR","Turkey",2024,"Import",5,1185907.89
"H4","USA","27","United States","TUR","Turkey",2025,"Export",6,4307261.943
"H4","USA","27","United States","TUR","Turkey",2025,"Import",5,556345.511
"H4","USA","8542","United States","ARE","United Arab Emirates",2020,"Export",6,11975.14
"H4","USA","8542","United States","ARE","United Arab Emirates",2020,"Import",5,57.566
"H4","USA","8542","United States","ARE","United Arab Emirates",2021,"Export",6,8139.035
"H4","USA","8542","United States","ARE","United Arab Emirates",2021,"Import",5,68.598
"H4","USA","8542","United States","ARE","United Arab Emirates",2022,"Export",6,22770.174
"H4","USA","8542","United States","ARE","United Arab Emirates",2022,"Import",5,1431.36
"H4","USA","8542","United States","ARE","United Arab Emirates",2023,"Export",6,10754.14
"H4","USA","8542","United States","ARE","United Arab Emirates",2023,"Import",5,686.624
"H4","USA","8542","United States","ARE","United Arab Emirates",2024,"Export",6,7430.56
"H4","USA","8542","United States","ARE","United Arab Emirates",2024,"Import",5,704.188
"H4","USA","8542","United States","ARE","United Arab Emirates",2025,"Export",6,11364.605
"H4","USA","8542","United States","ARE","United Arab Emirates",2025,"Import",5,813.719
"H4","USA","8542","United States","AUS","Australia",2020,"Export",6,37907.87
"H4","USA","8542","United States","AUS","Australia",2020,"Import",5,11599.633
"H4","USA","8542","United States","AUS","Australia",2021,"Export",6,37495.875
"H4","USA","8542","United States","AUS","Australia",2021,"Import",5,12246.516
"H4","USA","8542","United States","AUS","Australia",2022,"Export",6,34325.17
"H4","USA","8542","United States","AUS","Australia",2022,"Import",5,13502.092
"H4","USA","8542","United States","AUS","Australia",2023,"Export",6,34635.194
"H4","USA","8542","United States","AUS","Australia",2023,"Import",5,9493.274
"H4","USA","8542","United States","AUS","Australia",2024,"Export",6,27968.587
"H4","USA","8542","United States","AUS","Australia",2024,"Import",5,4446.339
"H4","USA","8542","United States","AUS","Australia",2025,"Export",6,39908.251
"H4","USA","8542","United States","AUS","Australia",2025,"Import",5,6393.376
"H4","USA","8542","United States","CHN","China",2020,"Export",6,7968168.777
"H4","USA","8542","United States","CHN","China",2020,"Import",5,1802352.66
"H4","USA","8542","United States","CHN","China",2021,"Export",6,9636980.509
"H4","USA","8542","United States","CHN","China",2021,"Import",5,2359692.512
"H4","USA","8542","United States","CHN","China",2022,"Export",6,6591086.202
"H4","USA","8542","United States","CHN","China",2022,"Import",5,2613637.866
"H4","USA","8542","United States","CHN","China",2023,"Export",6,3683789.697
"H4","USA","8542","United States","CHN","China",2023,"Import",5,1846311.475
"H4","USA","8542","United States","CHN","China",2024,"Export",6,7229182.42
"H4","USA","8542","United States","CHN","China",2024,"Import",5,1474384.863
"H4","USA","8542","United States","CHN","China",2025,"Export",6,8503589.869
"H4","USA","8542","United States","CHN","China",2025,"Import",5,1296367.019
"H4","USA","8542","United States","DEU","Germany",2020,"Export",6,723260.268
"H4","USA","8542","United States","DEU","Germany",2020,"Import",5,242389.783
"H4","USA","8542","United States","DEU","Germany",2021,"Export",6,705785.084
"H4","USA","8542","United States","DEU","Germany",2021,"Import",5,407908.164
"H4","USA","8542","United States","DEU","Germany",2022,"Export",6,757827.643
"H4","USA","8542","United States","DEU","Germany",2022,"Import",5,521476.559
"H4","USA","8542","United States","DEU","Germany",2023,"Export",6,745710.667
"H4","USA","8542","United States","DEU","Germany",2023,"Import",5,730345.334
"H4","USA","8542","United States","DEU","Germany",2024,"Export",6,396612.75
"H4","USA","8542","United States","DEU","Germany",2024,"Import",5,812110.743
"H4","USA","8542","United States","DEU","Germany",2025,"Export",6,170350.885
"H4","USA","8542","United States","DEU","Germany",2025,"Import",5,809177.731
"H4","USA","8542","United States","IND","India",2020,"Export",6,87126.662
"H4","USA","8542","United States","IND","India",2020,"Import",5,4257.417
"H4","USA","8542","United States","IND","India",2021,"Export",6,81408.817
"H4","USA","8542","United States","IND","India",2021,"Import",5,7628.232
"H4","USA","8542","United States","IND","India",2022,"Export",6,70640.413
"H4","USA","8542","United States","IND","India",2022,"Import",5,10387.756
"H4","USA","8542","United States","IND","India",2023,"Export",6,81922.186
"H4","USA","8542","United States","IND","India",2023,"Import",5,15417.165
"H4","USA","8542","United States","IND","India",2024,"Export",6,89410.732
"H4","USA","8542","United States","IND","India",2024,"Import",5,42028.963
"H4","USA","8542","United States","IND","India",2025,"Export",6,90380.734
"H4","USA","8542","United States","IND","India",2025,"Import",5,16780.902
"H4","USA","8542","United States","ISR","Israel",2020,"Export",6,98696.625
"H4","USA","8542","United States","ISR","Israel",2020,"Import",5,291046.674
"H4","USA","8542","United States","ISR","Israel",2021,"Export",6,1084398.305
"H4","USA","8542","United States","ISR","Israel",2021,"Import",5,565786.964
"H4","USA","8542","United States","ISR","Israel",2022,"Export",6,877466.654
"H4","USA","8542","United States","ISR","Israel",2022,"Import",5,1231583.47
"H4","USA","8542","United States","ISR","Israel",2023,"Export",6,614000.789
"H4","USA","8542","United States","ISR","Israel",2023,"Import",5,2095185.961
"H4","USA","8542","United States","ISR","Israel",2024,"Export",6,451101.508
"H4","USA","8542","United States","ISR","Israel",2024,"Import",5,4195288.298
"H4","USA","8542","United States","ISR","Israel",2025,"Export",6,135131.768
"H4","USA","8542","United States","ISR","Israel",2025,"Import",5,4423863.568
"H4","USA","8542","United States","JPN","Japan",2020,"Export",6,275172.172
"H4","USA","8542","United States","JPN","Japan",2020,"Import",5,984126.945
"H4","USA","8542","United States","JPN","Japan",2021,"Export",6,444513.954
"H4","USA","8542","United States","JPN","Japan",2021,"Import",5,984549.972
"H4","USA","8542","United States","JPN","Japan",2022,"Export",6,471503.872
"H4","USA","8542","United States","JPN","Japan",2022,"Import",5,1028284.212
"H4","USA","8542","United States","JPN","Japan",2023,"Export",6,305742.598
"H4","USA","8542","United States","JPN","Japan",2023,"Import",5,1039672.605
"H4","USA","8542","United States","JPN","Japan",2024,"Export",6,356841.634
"H4","USA","8542","United States","JPN","Japan",2024,"Import",5,1016171.691
"H4","USA","8542","United States","JPN","Japan",2025,"Export",6,429792.055
"H4","USA","8542","United States","JPN","Japan",2025,"Import",5,1195495.629
"H4","USA","8542","United States","KOR","Korea, Rep.",2020,"Export",6,2675502.255
"H4","USA","8542","United States","KOR","Korea, Rep.",2020,"Import",5,1969702.216
"H4","USA","8542","United States","KOR","Korea, Rep.",2021,"Export",6,2342010.57
"H4","USA","8542","United States","KOR","Korea, Rep.",2021,"Import",5,2526387.337
"H4","USA","8542","United States","KOR","Korea, Rep.",2022,"Export",6,1655550.265
"H4","USA","8542","United States","KOR","Korea, Rep.",2022,"Import",5,3107300.536
"H4","USA","8542","United States","KOR","Korea, Rep.",2023,"Export",6,1895586.985
"H4","USA","8542","United States","KOR","Korea, Rep.",2023,"Import",5,2400529.967
"H4","USA","8542","United States","KOR","Korea, Rep.",2024,"Export",6,2193097.816
"H4","USA","8542","United States","KOR","Korea, Rep.",2024,"Import",5,2422214.573
"H4","USA","8542","United States","KOR","Korea, Rep.",2025,"Export",6,1693977.048
"H4","USA","8542","United States","KOR","Korea, Rep.",2025,"Import",5,1913350.163
"H4","USA","8542","United States","NLD","Netherlands",2020,"Export",6,116510.003
"H4","USA","8542","United States","NLD","Netherlands",2020,"Import",5,10341.712
"H4","USA","8542","United States","NLD","Netherlands",2021,"Export",6,151709.133
"H4","USA","8542","United States","NLD","Netherlands",2021,"Import",5,8154.756
"H4","USA","8542","United States","NLD","Netherlands",2022,"Export",6,135154.308
"H4","USA","8542","United States","NLD","Netherlands",2022,"Import",5,17947.357
"H4","USA","8542","United States","NLD","Netherlands",2023,"Export",6,125179.533
"H4","USA","8542","United States","NLD","Netherlands",2023,"Import",5,25374.331
"H4","USA","8542","United States","NLD","Netherlands",2024,"Export",6,124110.839
"H4","USA","8542","United States","NLD","Netherlands",2024,"Import",5,18247.368
"H4","USA","8542","United States","NLD","Netherlands",2025,"Export",6,60072.789
"H4","USA","8542","United States","NLD","Netherlands",2025,"Import",5,38777.797
"H4","USA","8542","United States","OAS","Other Asia, nes",2020,"Export",6,2867742.838
"H4","USA","8542","United States","OAS","Other Asia, nes",2020,"Import",5,3690108.918
"H4","USA","8542","United States","OAS","Other Asia, nes",2021,"Export",6,3633539.419
"H4","USA","8542","United States","OAS","Other Asia, nes",2021,"Import",5,5388296.033
"H4","USA","8542","United States","OAS","Other Asia, nes",2022,"Export",6,4038444.834
"H4","USA","8542","United States","OAS","Other Asia, nes",2022,"Import",5,8093673.108
"H4","USA","8542","United States","OAS","Other Asia, nes",2023,"Export",6,3556191.947
"H4","USA","8542","United States","OAS","Other Asia, nes",2023,"Import",5,7329346.714
"H4","USA","8542","United States","OAS","Other Asia, nes",2024,"Export",6,3273851.187
"H4","USA","8542","United States","OAS","Other Asia, nes",2024,"Import",5,11355614.585
"H4","USA","8542","United States","OAS","Other Asia, nes",2025,"Export",6,4905347.641
"H4","USA","8542","United States","OAS","Other Asia, nes",2025,"Import",5,12992353.085
"H4","USA","8542","United States","QAT","Qatar",2020,"Export",6,728.818
"H4","USA","8542","United States","QAT","Qatar",2020,"Import",5,7.625
"H4","USA","8542","United States","QAT","Qatar",2021,"Export",6,552.926
"H4","USA","8542","United States","QAT","Qatar",2021,"Import",5,4.161
"H4","USA","8542","United States","QAT","Qatar",2022,"Export",6,6129.577
"H4","USA","8542","United States","QAT","Qatar",2023,"Export",6,1220.482
"H4","USA","8542","United States","QAT","Qatar",2024,"Export",6,664.406
"H4","USA","8542","United States","QAT","Qatar",2025,"Export",6,855.373
"H4","USA","8542","United States","RUS","Russian Federation",2020,"Export",6,13229.254
"H4","USA","8542","United States","RUS","Russian Federation",2020,"Import",5,702.555
"H4","USA","8542","United States","RUS","Russian Federation",2021,"Export",6,25576.764
"H4","USA","8542","United States","RUS","Russian Federation",2021,"Import",5,508.643
"H4","USA","8542","United States","RUS","Russian Federation",2022,"Export",6,3511.386
"H4","USA","8542","United States","RUS","Russian Federation",2022,"Import",5,85.478
"H4","USA","8542","United States","RUS","Russian Federation",2023,"Export",6,92.15
"H4","USA","8542","United States","RUS","Russian Federation",2023,"Import",5,354.814
"H4","USA","8542","United States","RUS","Russian Federation",2024,"Export",6,2.955
"H4","USA","8542","United States","RUS","Russian Federation",2024,"Import",5,29.85
"H4","USA","8542","United States","RUS","Russian Federation",2025,"Export",6,3.576
"H4","USA","8542","United States","SAU","Saudi Arabia",2020,"Export",6,4278.103
"H4","USA","8542","United States","SAU","Saudi Arabia",2020,"Import",5,4.867
"H4","USA","8542","United States","SAU","Saudi Arabia",2021,"Export",6,3245.849
"H4","USA","8542","United States","SAU","Saudi Arabia",2022,"Export",6,4999.09
"H4","USA","8542","United States","SAU","Saudi Arabia",2022,"Import",5,105.309
"H4","USA","8542","United States","SAU","Saudi Arabia",2023,"Export",6,5212.518
"H4","USA","8542","United States","SAU","Saudi Arabia",2023,"Import",5,18.461
"H4","USA","8542","United States","SAU","Saudi Arabia",2024,"Export",6,3393.859
