"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H4","DEU","27","Germany","IND","India",2022,"Export",6,46609.979
"H4","DEU","27","Germany","IND","India",2022,"Import",5,116056.717
"H4","DEU","27","Germany","IND","India",2023,"Export",6,39196.261
"H4","DEU","27","Germany","IND","India",2023,"Import",5,1021005.086
"H4","DEU","27","Germany","IND","India",2024,"Export",6,47586.594
"H4","DEU","27","Germany","IND","India",2024,"Import",5,276800.512
"H4","DEU","27","Germany","IND","India",2025,"Export",6,58354.837
"H4","DEU","27","Germany","IND","India",2025,"Import",5,499270.595
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2020,"Export",6,2044.336
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2020,"Import",5,9.273
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2021,"Export",6,2818.41
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2022,"Export",6,4152.447
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2022,"Import",5,0.025
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2023,"Export",6,4023.535
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2023,"Import",5,18.181
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2024,"Export",6,2058.347
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2024,"Import",5,2913.042
"H4","DEU","27","Germany","IRN","Iran, Islamic Rep.",2025,"Export",6,1279.038
"H4","DEU","27","Germany","ISR","Israel",2020,"Export",6,18733.482
"H4","DEU","27","Germany","ISR","Israel",2020,"Import",5,15475.555
"H4","DEU","27","Germany","ISR","Israel",2021,"Export",6,23674.576
"H4","DEU","27","Germany","ISR","Israel",2021,"Import",5,16859.323
"H4","DEU","27","Germany","ISR","Israel",2022,"Export",6,22854.823
"H4","DEU","27","Germany","ISR","Israel",2022,"Import",5,24507.218
"H4","DEU","27","Germany","ISR","Israel",2023,"Export",6,23062.304
"H4","DEU","27","Germany","ISR","Israel",2023,"Import",5,61515.591
"H4","DEU","27","Germany","ISR","Israel",2024,"Export",6,22230.704
"H4","DEU","27","Germany","ISR","Israel",2024,"Import",5,32292.429
"H4","DEU","27","Germany","ISR","Israel",2025,"Export",6,26022.306
"H4","DEU","27","Germany","ISR","Israel",2025,"Import",5,55341.415
"H4","DEU","27","Germany","JPN","Japan",2020,"Export",6,16499.603
"H4","DEU","27","Germany","JPN","Japan",2020,"Import",5,22173.55
"H4","DEU","27","Germany","JPN","Japan",2021,"Export",6,19562.842
"H4","DEU","27","Germany","JPN","Japan",2021,"Import",5,16006.98
"H4","DEU","27","Germany","JPN","Japan",2022,"Export",6,20285.94
"H4","DEU","27","Germany","JPN","Japan",2022,"Import",5,54082.202
"H4","DEU","27","Germany","JPN","Japan",2023,"Export",6,23053.83
"H4","DEU","27","Germany","JPN","Japan",2023,"Import",5,33630.117
"H4","DEU","27","Germany","JPN","Japan",2024,"Export",6,18646.44
"H4","DEU","27","Germany","JPN","Japan",2024,"Import",5,27406.085
"H4","DEU","27","Germany","JPN","Japan",2025,"Export",6,19734.898
"H4","DEU","27","Germany","JPN","Japan",2025,"Import",5,6466.513
"H4","DEU","27","Germany","KOR","Korea, Rep.",2020,"Export",6,45570.557
"H4","DEU","27","Germany","KOR","Korea, Rep.",2020,"Import",5,72481.967
"H4","DEU","27","Germany","KOR","Korea, Rep.",2021,"Export",6,45650.886
"H4","DEU","27","Germany","KOR","Korea, Rep.",2021,"Import",5,77857.746
"H4","DEU","27","Germany","KOR","Korea, Rep.",2022,"Export",6,47353.551
"H4","DEU","27","Germany","KOR","Korea, Rep.",2022,"Import",5,114936.204
"H4","DEU","27","Germany","KOR","Korea, Rep.",2023,"Export",6,38147.759
"H4","DEU","27","Germany","KOR","Korea, Rep.",2023,"Import",5,155653.843
"H4","DEU","27","Germany","KOR","Korea, Rep.",2024,"Export",6,32230.575
"H4","DEU","27","Germany","KOR","Korea, Rep.",2024,"Import",5,98413.208
"H4","DEU","27","Germany","KOR","Korea, Rep.",2025,"Export",6,26425.169
"H4","DEU","27","Germany","KOR","Korea, Rep.",2025,"Import",5,66680.76
"H4","DEU","27","Germany","NLD","Netherlands",2020,"Export",6,3011499.407
"H4","DEU","27","Germany","NLD","Netherlands",2020,"Import",5,13007664.668
"H4","DEU","27","Germany","NLD","Netherlands",2021,"Export",6,5511577.104
"H4","DEU","27","Germany","NLD","Netherlands",2021,"Import",5,19165653.914
"H4","DEU","27","Germany","NLD","Netherlands",2022,"Export",6,7976086.193
"H4","DEU","27","Germany","NLD","Netherlands",2022,"Import",5,24567683.524
"H4","DEU","27","Germany","NLD","Netherlands",2023,"Export",6,5676963.126
"H4","DEU","27","Germany","NLD","Netherlands",2023,"Import",5,21483110.179
"H4","DEU","27","Germany","NLD","Netherlands",2024,"Export",6,5148605.254
"H4","DEU","27","Germany","NLD","Netherlands",2024,"Import",5,15813096.112
"H4","DEU","27","Germany","NLD","Netherlands",2025,"Export",6,4792050.25
"H4","DEU","27","Germany","NLD","Netherlands",2025,"Import",5,14631727.543
"H4","DEU","27","Germany","OAS","Other Asia, nes",2020,"Export",6,29571.36
"H4","DEU","27","Germany","OAS","Other Asia, nes",2020,"Import",5,3870.697
"H4","DEU","27","Germany","OAS","Other Asia, nes",2021,"Export",6,36301.096
"H4","DEU","27","Germany","OAS","Other Asia, nes",2021,"Import",5,1499.178
"H4","DEU","27","Germany","OAS","Other Asia, nes",2022,"Export",6,34583.033
"H4","DEU","27","Germany","OAS","Other Asia, nes",2022,"Import",5,1168.728
"H4","DEU","27","Germany","OAS","Other Asia, nes",2023,"Export",6,34618.512
"H4","DEU","27","Germany","OAS","Other Asia, nes",2023,"Import",5,429.272
"H4","DEU","27","Germany","OAS","Other Asia, nes",2024,"Export",6,31949.796
"H4","DEU","27","Germany","OAS","Other Asia, nes",2024,"Import",5,1002.003
"H4","DEU","27","Germany","OAS","Other Asia, nes",2025,"Export",6,31746.987
"H4","DEU","27","Germany","OAS","Other Asia, nes",2025,"Import",5,2289.345
"H4","DEU","27","Germany","QAT","Qatar",2020,"Export",6,5936.003
"H4","DEU","27","Germany","QAT","Qatar",2020,"Import",5,133662.821
"H4","DEU","27","Germany","QAT","Qatar",2021,"Export",6,5013.755
"H4","DEU","27","Germany","QAT","Qatar",2021,"Import",5,386186.437
"H4","DEU","27","Germany","QAT","Qatar",2022,"Export",6,5190.046
"H4","DEU","27","Germany","QAT","Qatar",2022,"Import",5,488124.516
"H4","DEU","27","Germany","QAT","Qatar",2023,"Export",6,6046.282
"H4","DEU","27","Germany","QAT","Qatar",2023,"Import",5,580212.778
"H4","DEU","27","Germany","QAT","Qatar",2024,"Export",6,6630.28
"H4","DEU","27","Germany","QAT","Qatar",2024,"Import",5,410093.265
"H4","DEU","27","Germany","QAT","Qatar",2025,"Export",6,6850.929
"H4","DEU","27","Germany","QAT","Qatar",2025,"Import",5,416067.93
"H4","DEU","27","Germany","RUS","Russian Federation",2020,"Export",6,135230.456
"H4","DEU","27","Germany","RUS","Russian Federation",2020,"Import",5,11630106.051
"H4","DEU","27","Germany","RUS","Russian Federation",2021,"Export",6,174590.263
"H4","DEU","27","Germany","RUS","Russian Federation",2021,"Import",5,17846846.623
"H4","DEU","27","Germany","RUS","Russian Federation",2022,"Export",6,131689.486
"H4","DEU","27","Germany","RUS","Russian Federation",2022,"Import",5,22992959.381
"H4","DEU","27","Germany","RUS","Russian Federation",2023,"Export",6,6599.411
"H4","DEU","27","Germany","RUS","Russian Federation",2023,"Import",5,1120256.947
"H4","DEU","27","Germany","RUS","Russian Federation",2024,"Export",6,1137.489
"H4","DEU","27","Germany","RUS","Russian Federation",2024,"Import",5,94953.83
"H4","DEU","27","Germany","RUS","Russian Federation",2025,"Export",6,386.301
"H4","DEU","27","Germany","RUS","Russian Federation",2025,"Import",5,5120.061
"H4","DEU","27","Germany","SAU","Saudi Arabia",2020,"Export",6,10097.128
"H4","DEU","27","Germany","SAU","Saudi Arabia",2020,"Import",5,585045.873
"H4","DEU","27","Germany","SAU","Saudi Arabia",2021,"Export",6,11587.109
"H4","DEU","27","Germany","SAU","Saudi Arabia",2021,"Import",5,524577.381
"H4","DEU","27","Germany","SAU","Saudi Arabia",2022,"Export",6,15969.113
"H4","DEU","27","Germany","SAU","Saudi Arabia",2022,"Import",5,1610832.37
"H4","DEU","27","Germany","SAU","Saudi Arabia",2023,"Export",6,16708.461
"H4","DEU","27","Germany","SAU","Saudi Arabia",2023,"Import",5,2009413.421
"H4","DEU","27","Germany","SAU","Saudi Arabia",2024,"Export",6,14615.945
"H4","DEU","27","Germany","SAU","Saudi Arabia",2024,"Import",5,1211685.878
"H4","DEU","27","Germany","SAU","Saudi Arabia",2025,"Export",6,19086.582
"H4","DEU","27","Germany","SAU","Saudi Arabia",2025,"Import",5,710556.966
"H4","DEU","27","Germany","TUR","Turkey",2020,"Export",6,69196.852
"H4","DEU","27","Germany","TUR","Turkey",2020,"Import",5,40795.525
"H4","DEU","27","Germany","TUR","Turkey",2021,"Export",6,91708.135
"H4","DEU","27","Germany","TUR","Turkey",2021,"Import",5,29615.151
"H4","DEU","27","Germany","TUR","Turkey",2022,"Export",6,144402.916
"H4","DEU","27","Germany","TUR","Turkey",2022,"Import",5,129245.667
"H4","DEU","27","Germany","TUR","Turkey",2023,"Export",6,158105.872
"H4","DEU","27","Germany","TUR","Turkey",2023,"Import",5,234780.57
"H4","DEU","27","Germany","TUR","Turkey",2024,"Export",6,114005.777
"H4","DEU","27","Germany","TUR","Turkey",2024,"Import",5,150964.658
"H4","DEU","27","Germany","TUR","Turkey",2025,"Export",6,118993.338
"H4","DEU","27","Germany","TUR","Turkey",2025,"Import",5,124557.528
"H4","DEU","27","Germany","USA","United States",2020,"Export",6,124411.963
"H4","DEU","27","Germany","USA","United States",2020,"Import",5,4672489.088
"H4","DEU","27","Germany","USA","United States",2021,"Export",6,228615.374
"H4","DEU","27","Germany","USA","United States",2021,"Import",5,6848495.698
"H4","DEU","27","Germany","USA","United States",2022,"Export",6,248558.328
"H4","DEU","27","Germany","USA","United States",2022,"Import",5,14690913.691
"H4","DEU","27","Germany","USA","United States",2023,"Export",6,159358.993
"H4","DEU","27","Germany","USA","United States",2023,"Import",5,13224253.115
"H4","DEU","27","Germany","USA","United States",2024,"Export",6,383309.501
"H4","DEU","27","Germany","USA","United States",2024,"Import",5,13021363.218
"H4","DEU","27","Germany","USA","United States",2025,"Export",6,166141.157
"H4","DEU","27","Germany","USA","United States",2025,"Import",5,9826812.72
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2020,"Export",6,3729.603
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2020,"Import",5,169.113
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2021,"Export",6,4543.828
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2021,"Import",5,137.684
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2022,"Export",6,3415.799
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2022,"Import",5,2480.237
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2023,"Export",6,3665.268
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2023,"Import",5,2590.717
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2024,"Export",6,6245.558
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2024,"Import",5,4871.019
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2025,"Export",6,4718.832
"H4","DEU","8542","Germany","ARE","United Arab Emirates",2025,"Import",5,3350.821
"H4","DEU","8542","Germany","AUS","Australia",2020,"Export",6,4981.967
"H4","DEU","8542","Germany","AUS","Australia",2020,"Import",5,1048.451
"H4","DEU","8542","Germany","AUS","Australia",2021,"Export",6,7673.437
"H4","DEU","8542","Germany","AUS","Australia",2021,"Import",5,1026.35
"H4","DEU","8542","Germany","AUS","Australia",2022,"Export",6,7067.559
"H4","DEU","8542","Germany","AUS","Australia",2022,"Import",5,1998.69
"H4","DEU","8542","Germany","AUS","Australia",2023,"Export",6,9194.579
"H4","DEU","8542","Germany","AUS","Australia",2023,"Import",5,1744.557
"H4","DEU","8542","Germany","AUS","Australia",2024,"Export",6,23552.501
"H4","DEU","8542","Germany","AUS","Australia",2024,"Import",5,2814.704
"H4","DEU","8542","Germany","AUS","Australia",2025,"Export",6,31453.304
"H4","DEU","8542","Germany","AUS","Australia",2025,"Import",5,3431.795
"H4","DEU","8542","Germany","CHN","China",2020,"Export",6,1607626.346
"H4","DEU","8542","Germany","CHN","China",2020,"Import",5,1211141.948
"H4","DEU","8542","Germany","CHN","China",2021,"Export",6,1589296.955
"H4","DEU","8542","Germany","CHN","China",2021,"Import",5,2025468.088
"H4","DEU","8542","Germany","CHN","China",2022,"Export",6,1651576.032
"H4","DEU","8542","Germany","CHN","China",2022,"Import",5,3140259.949
"H4","DEU","8542","Germany","CHN","China",2023,"Export",6,1449841.445
"H4","DEU","8542","Germany","CHN","China",2023,"Import",5,2605042.566
"H4","DEU","8542","Germany","CHN","China",2024,"Export",6,1203275.884
"H4","DEU","8542","Germany","CHN","China",2024,"Import",5,1915080.158
"H4","DEU","8542","Germany","CHN","China",2025,"Export",6,1328660.281
"H4","DEU","8542","Germany","CHN","China",2025,"Import",5,2466057.167
"H4","DEU","8542","Germany","IND","India",2020,"Export",6,43914.076
"H4","DEU","8542","Germany","IND","India",2020,"Import",5,6824.426
"H4","DEU","8542","Germany","IND","India",2021,"Export",6,52968.701
"H4","DEU","8542","Germany","IND","India",2021,"Import",5,8903.509
"H4","DEU","8542","Germany","IND","India",2022,"Export",6,78406.622
"H4","DEU","8542","Germany","IND","India",2022,"Import",5,14832.281
"H4","DEU","8542","Germany","IND","India",2023,"Export",6,108177.758
"H4","DEU","8542","Germany","IND","India",2023,"Import",5,9481.336
"H4","DEU","8542","Germany","IND","India",2024,"Export",6,91393.303
"H4","DEU","8542","Germany","IND","India",2024,"Import",5,4381.533
"H4","DEU","8542","Germany","IND","India",2025,"Export",6,86122.076
"H4","DEU","8542","Germany","IND","India",2025,"Import",5,3234.821
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2020,"Export",6,6313.17
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2020,"Import",5,13.102
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2021,"Export",6,7664.055
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2021,"Import",5,47.689
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2022,"Export",6,7341.251
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2022,"Import",5,23.806
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2023,"Export",6,3868.871
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2023,"Import",5,4.814
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2024,"Export",6,106.359
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2024,"Import",5,77.241
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2025,"Export",6,579.062
"H4","DEU","8542","Germany","IRN","Iran, Islamic Rep.",2025,"Import",5,1.245
"H4","DEU","8542","Germany","ISR","Israel",2020,"Export",6,75919.538
"H4","DEU","8542","Germany","ISR","Israel",2020,"Import",5,4569.195
"H4","DEU","8542","Germany","ISR","Israel",2021,"Export",6,79382.916
"H4","DEU","8542","Germany","ISR","Israel",2021,"Import",5,9845.432
"H4","DEU","8542","Germany","ISR","Israel",2022,"Export",6,124132.115
"H4","DEU","8542","Germany","ISR","Israel",2022,"Import",5,20616.76
"H4","DEU","8542","Germany","ISR","Israel",2023,"Export",6,107828.957
"H4","DEU","8542","Germany","ISR","Israel",2023,"Import",5,45146.261
"H4","DEU","8542","Germany","ISR","Israel",2024,"Export",6,75602.812
"H4","DEU","8542","Germany","ISR","Israel",2024,"Import",5,53777.221
"H4","DEU","8542","Germany","ISR","Israel",2025,"Export",6,90157.417
"H4","DEU","8542","Germany","ISR","Israel",2025,"Import",5,38966.042
"H4","DEU","8542","Germany","JPN","Japan",2020,"Export",6,134899.054
"H4","DEU","8542","Germany","JPN","Japan",2020,"Import",5,770833.318
"H4","DEU","8542","Germany","JPN","Japan",2021,"Export",6,259612.158
"H4","DEU","8542","Germany","JPN","Japan",2021,"Import",5,874608.167
"H4","DEU","8542","Germany","JPN","Japan",2022,"Export",6,376374.703
"H4","DEU","8542","Germany","JPN","Japan",2022,"Import",5,977266.934
"H4","DEU","8542","Germany","JPN","Japan",2023,"Export",6,442412.567
"H4","DEU","8542","Germany","JPN","Japan",2023,"Import",5,1011841.613
"H4","DEU","8542","Germany","JPN","Japan",2024,"Export",6,421349.998
"H4","DEU","8542","Germany","JPN","Japan",2024,"Import",5,819644.687
"H4","DEU","8542","Germany","JPN","Japan",2025,"Export",6,511130.544
"H4","DEU","8542","Germany","JPN","Japan",2025,"Import",5,818949.329
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2020,"Export",6,228093.604
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2020,"Import",5,664453.237
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2021,"Export",6,594258.238
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2021,"Import",5,892134.481
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2022,"Export",6,641568.443
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2022,"Import",5,1157497.181
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2023,"Export",6,637604.879
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2023,"Import",5,1606538.571
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2024,"Export",6,522453.447
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2024,"Import",5,1396311.039
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2025,"Export",6,471572.308
"H4","DEU","8542","Germany","KOR","Korea, Rep.",2025,"Import",5,1478703.648
"H4","DEU","8542","Germany","NLD","Netherlands",2020,"Export",6,463296.085
"H4","DEU","8542","Germany","NLD","Netherlands",2020,"Import",5,462042.332
"H4","DEU","8542","Germany","NLD","Netherlands",2021,"Export",6,599001.39
"H4","DEU","8542","Germany","NLD","Netherlands",2021,"Import",5,763264.959
"H4","DEU","8542","Germany","NLD","Netherlands",2022,"Export",6,1180671.498
"H4","DEU","8542","Germany","NLD","Netherlands",2022,"Import",5,1123626.486
"H4","DEU","8542","Germany","NLD","Netherlands",2023,"Export",6,2121361.004
"H4","DEU","8542","Germany","NLD","Netherlands",2023,"Import",5,1352074.767
"H4","DEU","8542","Germany","NLD","Netherlands",2024,"Export",6,1464827.47
"H4","DEU","8542","Germany","NLD","Netherlands",2024,"Import",5,587782.046
"H4","DEU","8542","Germany","NLD","Netherlands",2025,"Export",6,1556793.756
"H4","DEU","8542","Germany","NLD","Netherlands",2025,"Import",5,537311.997
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2020,"Export",6,1198418.061
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2020,"Import",5,2477665.643
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2021,"Export",6,1412134.907
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2021,"Import",5,3396901.152
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2022,"Export",6,2071561.065
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2022,"Import",5,5058481.728
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2023,"Export",6,2371251.051
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2023,"Import",5,5706984.342
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2024,"Export",6,1487374.595
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2024,"Import",5,4123902.192
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2025,"Export",6,1788181.552
"H4","DEU","8542","Germany","OAS","Other Asia, nes",2025,"Import",5,4714196.56
"H4","DEU","8542","Germany","QAT","Qatar",2020,"Export",6,1098.628
"H4","DEU","8542","Germany","QAT","Qatar",2020,"Import",5,2.696
"H4","DEU","8542","Germany","QAT","Qatar",2021,"Export",6,404.171
"H4","DEU","8542","Germany","QAT","Qatar",2021,"Import",5,8.456
"H4","DEU","8542","Germany","QAT","Qatar",2022,"Export",6,416.207
"H4","DEU","8542","Germany","QAT","Qatar",2022,"Import",5,7.053
"H4","DEU","8542","Germany","QAT","Qatar",2023,"Export",6,273.201
"H4","DEU","8542","Germany","QAT","Qatar",2023,"Import",5,69.56
"H4","DEU","8542","Germany","QAT","Qatar",2024,"Export",6,400.768
"H4","DEU","8542","Germany","QAT","Qatar",2024,"Import",5,44.623
"H4","DEU","8542","Germany","QAT","Qatar",2025,"Export",6,376.857
"H4","DEU","8542","Germany","QAT","Qatar",2025,"Import",5,44.34
"H4","DEU","8542","Germany","RUS","Russian Federation",2020,"Export",6,100241.702
"H4","DEU","8542","Germany","RUS","Russian Federation",2020,"Import",5,452.473
"H4","DEU","8542","Germany","RUS","Russian Federation",2021,"Export",6,108266.314
"H4","DEU","8542","Germany","RUS","Russian Federation",2021,"Import",5,276.846
"H4","DEU","8542","Germany","RUS","Russian Federation",2022,"Export",6,17861.367
"H4","DEU","8542","Germany","RUS","Russian Federation",2022,"Import",5,48.766
"H4","DEU","8542","Germany","RUS","Russian Federation",2023,"Export",6,60.471
"H4","DEU","8542","Germany","RUS","Russian Federation",2023,"Import",5,4.059
"H4","DEU","8542","Germany","RUS","Russian Federation",2024,"Export",6,98.077
"H4","DEU","8542","Germany","RUS","Russian Federation",2025,"Export",6,33.232
"H4","DEU","8542","Germany","RUS","Russian Federation",2025,"Import",5,0.026
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2020,"Export",6,1812.321
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2020,"Import",5,17.67
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2021,"Export",6,1915.5
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2021,"Import",5,10.473
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2022,"Export",6,1881.174
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2022,"Import",5,238.055
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2023,"Export",6,2295.38
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2023,"Import",5,106.843
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2024,"Export",6,3163.833
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2024,"Import",5,183.779
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2025,"Export",6,2227.793
"H4","DEU","8542","Germany","SAU","Saudi Arabia",2025,"Import",5,1726.285
"H4","DEU","8542","Germany","TUR","Turkey",2020,"Export",6,72583.628
"H4","DEU","8542","Germany","TUR","Turkey",2020,"Import",5,1980.685
"H4","DEU","8542","Germany","TUR","Turkey",2021,"Export",6,76388.799
"H4","DEU","8542","Germany","TUR","Turkey",2021,"Import",5,1153.441
"H4","DEU","8542","Germany","TUR","Turkey",2022,"Export",6,85083.126
"H4","DEU","8542","Germany","TUR","Turkey",2022,"Import",5,3113.16
"H4","DEU","8542","Germany","TUR","Turkey",2023,"Export",6,87038.292
"H4","DEU","8542","Germany","TUR","Turkey",2023,"Import",5,1893.963
"H4","DEU","8542","Germany","TUR","Turkey",2024,"Export",6,62937.979
"H4","DEU","8542","Germany","TUR","Turkey",2024,"Import",5,1410.189
"H4","DEU","8542","Germany","TUR","Turkey",2025,"Export",6,65330.646
"H4","DEU","8542","Germany","TUR","Turkey",2025,"Import",5,2615.413
"H4","DEU","8542","Germany","USA","United States",2020,"Export",6,366949.179
"H4","DEU","8542","Germany","USA","United States",2020,"Import",5,2049210.426
"H4","DEU","8542","Germany","USA","United States",2021,"Export",6,435019.679
"H4","DEU","8542","Germany","USA","United States",2021,"Import",5,2164711.504
"H4","DEU","8542","Germany","USA","United States",2022,"Export",6,550501.321
"H4","DEU","8542","Germany","USA","United States",2022,"Import",5,2204382.243
"H4","DEU","8542","Germany","USA","United States",2023,"Export",6,525048.983
"H4","DEU","8542","Germany","USA","United States",2023,"Import",5,1903490.347
"H4","DEU","8542","Germany","USA","United States",2024,"Export",6,505632.719
"H4","DEU","8542","Germany","USA","United States",2024,"Import",5,790213.51
"H4","DEU","8542","Germany","USA","United States",2025,"Export",6,532051.19
"H4","DEU","8542","Germany","USA","United States",2025,"Import",5,555623.924
"H4","IND","26","India","ARE","United Arab Emirates",2020,"Export",6,17136.83
"H4","IND","26","India","ARE","United Arab Emirates",2020,"Import",5,59764.123
"H4","IND","26","India","ARE","United Arab Emirates",2021,"Export",6,17791.981
"H4","IND","26","India","ARE","United Arab Emirates",2021,"Import",5,158115.495
"H4","IND","26","India","ARE","United Arab Emirates",2022,"Export",6,17855.622
"H4","IND","26","India","ARE","United Arab Emirates",2022,"Import",5,144879.72
"H4","IND","26","India","ARE","United Arab Emirates",2023,"Export",6,11905.63
"H4","IND","26","India","ARE","United Arab Emirates",2023,"Import",5,35406.82
"H4","IND","26","India","ARE","United Arab Emirates",2024,"Export",6,13976.336
"H4","IND","26","India","ARE","United Arab Emirates",2024,"Import",5,26900.433
"H4","IND","26","India","AUS","Australia",2020,"Export",6,1609.653
"H4","IND","26","India","AUS","Australia",2020,"Import",5,155347.512
"H4","IND","26","India","AUS","Australia",2021,"Export",6,619.037
"H4","IND","26","India","AUS","Australia",2021,"Import",5,799689.032
"H4","IND","26","India","AUS","Australia",2022,"Export",6,266.642
"H4","IND","26","India","AUS","Australia",2022,"Import",5,687909.713
"H4","IND","26","India","AUS","Australia",2023,"Export",6,282.433
"H4","IND","26","India","AUS","Australia",2023,"Import",5,720956.647
"H4","IND","26","India","AUS","Australia",2024,"Export",6,198.971
"H4","IND","26","India","AUS","Australia",2024,"Import",5,900148.318
"H4","IND","26","India","CHN","China",2020,"Export",6,3494641.492
"H4","IND","26","India","CHN","China",2020,"Import",5,33437.185
"H4","IND","26","India","CHN","China",2021,"Export",6,3482952.719
"H4","IND","26","India","CHN","China",2021,"Import",5,57543.923
"H4","IND","26","India","CHN","China",2022,"Export",6,1070992.268
"H4","IND","26","India","CHN","China",2022,"Import",5,56056.314
"H4","IND","26","India","CHN","China",2023,"Export",6,3423347.247
"H4","IND","26","India","CHN","China",2023,"Import",5,108256.608
"H4","IND","26","India","CHN","China",2024,"Export",6,2528461.411
"H4","IND","26","India","CHN","China",2024,"Import",5,147405.386
"H4","IND","26","India","DEU","Germany",2020,"Export",6,546.854
"H4","IND","26","India","DEU","Germany",2020,"Import",5,1466.881
"H4","IND","26","India","DEU","Germany",2021,"Export",6,1580.448
"H4","IND","26","India","DEU","Germany",2021,"Import",5,10618.49
"H4","IND","26","India","DEU","Germany",2022,"Export",6,65619.253
"H4","IND","26","India","DEU","Germany",2022,"Import",5,6624.84
"H4","IND","26","India","DEU","Germany",2023,"Export",6,498.043
"H4","IND","26","India","DEU","Germany",2023,"Import",5,8339.079
"H4","IND","26","India","DEU","Germany",2024,"Export",6,102.283
"H4","IND","26","India","DEU","Germany",2024,"Import",5,9654.415
"H4","IND","26","India","IND","India",2024,"Import",5,0
"H4","IND","26","India","IRN","Iran, Islamic Rep.",2021,"Export",6,62.157
"H4","IND","26","India","IRN","Iran, Islamic Rep.",2021,"Import",5,0.103
"H4","IND","26","India","IRN","Iran, Islamic Rep.",2022,"Export",6,310.006
"H4","IND","26","India","IRN","Iran, Islamic Rep.",2023,"Export",6,70.326
"H4","IND","26","India","IRN","Iran, Islamic Rep.",2023,"Import",5,27.944
"H4","IND","26","India","ISR","Israel",2020,"Export",6,30.762
"H4","IND","26","India","ISR","Israel",2020,"Import",5,388.995
